lon,lat,value
121.08,22.27,0.0
121.14,22.27,0.0
121.2,22.27,0.0
121.26,22.27,0.0
121.32,22.27,0.0
121.38,22.27,0.0
121.44,22.27,0.0
121.5,22.27,0.0
121.56,22.27,0.0
121.62,22.27,0.0
121.68,22.27,0.0
121.74,22.27,0.0
121.8,22.27,0.0
121.86,22.27,0.0
121.92,22.27,0.0
121.98,22.27,0.0
120.03,22.3,0.0
120.09,22.3,0.0
120.15,22.3,0.0
120.21,22.3,0.0
120.27,22.3,0.0
120.33,22.3,0.0
120.36,22.3,26.9
120.39,22.3,0.0
120.45,22.3,0.0
120.51,22.3,0.0
120.57,22.3,0.0
120.63,22.3,0.0
120.69,22.3,0.0
120.75,22.3,0.0
120.81,22.3,0.0
120.87,22.3,0.0
120.93,22.3,0.0
120.99,22.3,0.0
121.05,22.3,0.0
121.11,22.3,0.0
121.17,22.3,0.0
121.23,22.3,0.0
121.29,22.3,0.0
121.35,22.3,0.0
121.41,22.3,0.0
121.47,22.3,0.0
121.53,22.3,0.0
121.59,22.3,0.0
121.65,22.3,0.0
121.71,22.3,0.0
121.77,22.3,0.0
121.83,22.3,0.0
121.89,22.3,0.0
121.95,22.3,0.0
120.0,22.33,0.0
120.06,22.33,0.0
120.12,22.33,0.0
120.18,22.33,0.0
120.24,22.33,0.0
120.3,22.33,0.0
120.36,22.33,0.0
120.42,22.33,0.0
120.48,22.33,0.0
120.54,22.33,0.0
120.6,22.33,0.0
120.66,22.33,0.0
120.72,22.33,0.0
120.75,22.33,28.7
120.78,22.33,0.0
120.81,22.33,28.7
120.84,22.33,0.0
120.87,22.33,27.7
120.9,22.33,0.0
120.93,22.33,26.4
120.96,22.33,0.0
120.99,22.33,26.9
121.02,22.33,0.0
121.05,22.33,26.7
121.08,22.33,0.0
121.14,22.33,0.0
121.2,22.33,0.0
121.26,22.33,0.0
121.32,22.33,0.0
121.38,22.33,0.0
121.44,22.33,0.0
121.5,22.33,0.0
121.56,22.33,0.0
121.62,22.33,0.0
121.68,22.33,0.0
121.74,22.33,0.0
121.8,22.33,0.0
121.86,22.33,0.0
121.92,22.33,0.0
121.98,22.33,0.0
120.03,22.36,0.0
120.09,22.36,0.0
120.15,22.36,0.0
120.21,22.36,0.0
120.27,22.36,0.0
120.33,22.36,0.0
120.39,22.36,0.0
120.45,22.36,0.0
120.51,22.36,0.0
120.57,22.36,0.0
120.63,22.36,0.0
120.69,22.36,0.0
120.75,22.36,0.0
120.81,22.36,0.0
120.87,22.36,0.0
120.93,22.36,0.0
120.99,22.36,0.0
121.05,22.36,0.0
121.11,22.36,0.0
121.17,22.36,0.0
121.23,22.36,0.0
121.29,22.36,0.0
121.35,22.36,0.0
121.41,22.36,0.0
121.47,22.36,0.0
121.53,22.36,0.0
121.59,22.36,0.0
121.65,22.36,0.0
121.71,22.36,0.0
121.77,22.36,0.0
121.83,22.36,0.0
121.89,22.36,0.0
121.95,22.36,0.0
120.0,22.39,0.0
120.06,22.39,0.0
120.12,22.39,0.0
120.18,22.39,0.0
120.24,22.39,0.0
120.3,22.39,0.0
120.36,22.39,0.0
120.42,22.39,0.0
120.48,22.39,0.0
120.54,22.39,0.0
120.6,22.39,0.0
120.66,22.39,0.0
120.72,22.39,0.0
120.75,22.39,28.4
120.78,22.39,0.0
120.81,22.39,27.9
120.84,22.39,0.0
120.87,22.39,28.2
120.9,22.39,0.0
120.93,22.39,25.9
120.96,22.39,0.0
120.99,22.39,26.7
121.02,22.39,0.0
121.05,22.39,28.4
121.08,22.39,0.0
121.14,22.39,0.0
121.2,22.39,0.0
121.26,22.39,0.0
121.32,22.39,0.0
121.38,22.39,0.0
121.44,22.39,0.0
121.5,22.39,0.0
121.56,22.39,0.0
121.62,22.39,0.0
121.68,22.39,0.0
121.74,22.39,0.0
121.8,22.39,0.0
121.86,22.39,0.0
121.92,22.39,0.0
121.98,22.39,0.0
120.03,22.419999999999998,0.0
120.09,22.419999999999998,0.0
120.15,22.419999999999998,0.0
120.21,22.419999999999998,0.0
120.27,22.419999999999998,0.0
120.33,22.419999999999998,0.0
120.39,22.419999999999998,0.0
120.45,22.419999999999998,0.0
120.51,22.419999999999998,0.0
120.57,22.419999999999998,0.0
120.63,22.419999999999998,0.0
120.69,22.419999999999998,0.0
120.75,22.419999999999998,0.0
120.81,22.419999999999998,0.0
120.87,22.419999999999998,0.0
120.93,22.419999999999998,0.0
120.99,22.419999999999998,0.0
121.05,22.419999999999998,0.0
121.11,22.419999999999998,0.0
121.17,22.419999999999998,0.0
121.23,22.419999999999998,0.0
121.29,22.419999999999998,0.0
121.35,22.419999999999998,0.0
121.41,22.419999999999998,0.0
121.47,22.419999999999998,0.0
121.53,22.419999999999998,0.0
121.59,22.419999999999998,0.0
121.65,22.419999999999998,0.0
121.71,22.419999999999998,0.0
121.77,22.419999999999998,0.0
121.83,22.419999999999998,0.0
121.89,22.419999999999998,0.0
121.95,22.419999999999998,0.0
120.0,22.45,0.0
120.06,22.45,0.0
120.12,22.45,0.0
120.18,22.45,0.0
120.24,22.45,0.0
120.3,22.45,0.0
120.36,22.45,0.0
120.42,22.45,0.0
120.48,22.45,0.0
120.54,22.45,0.0
120.6,22.45,0.0
120.66,22.45,0.0
120.72,22.45,0.0
120.75,22.45,26.8
120.78,22.45,0.0
120.81,22.45,27.2
120.84,22.45,0.0
120.87,22.45,27.9
120.9,22.45,0.0
120.93,22.45,26.8
120.96,22.45,0.0
120.99,22.45,25.7
121.02,22.45,0.0
121.05,22.45,28.6
121.08,22.45,0.0
121.14,22.45,0.0
121.2,22.45,0.0
121.26,22.45,0.0
121.32,22.45,0.0
121.38,22.45,0.0
121.44,22.45,0.0
121.5,22.45,0.0
121.56,22.45,0.0
121.62,22.45,0.0
121.68,22.45,0.0
121.74,22.45,0.0
121.8,22.45,0.0
121.86,22.45,0.0
121.92,22.45,0.0
121.98,22.45,0.0
120.03,22.48,0.0
120.09,22.48,0.0
120.15,22.48,0.0
120.21,22.48,0.0
120.27,22.48,0.0
120.33,22.48,0.0
120.39,22.48,0.0
120.45,22.48,0.0
120.51,22.48,0.0
120.57,22.48,0.0
120.63,22.48,0.0
120.69,22.48,0.0
120.75,22.48,0.0
120.81,22.48,0.0
120.87,22.48,0.0
120.93,22.48,0.0
120.99,22.48,0.0
121.05,22.48,0.0
121.11,22.48,0.0
121.17,22.48,0.0
121.23,22.48,0.0
121.29,22.48,0.0
121.35,22.48,0.0
121.41,22.48,0.0
121.47,22.48,0.0
121.53,22.48,0.0
121.59,22.48,0.0
121.65,22.48,0.0
121.71,22.48,0.0
121.77,22.48,0.0
121.83,22.48,0.0
121.89,22.48,0.0
121.95,22.48,0.0
120.0,22.509999999999998,0.0
120.06,22.509999999999998,0.0
120.12,22.509999999999998,0.0
120.18,22.509999999999998,0.0
120.24,22.509999999999998,0.0
120.3,22.509999999999998,0.0
120.36,22.509999999999998,0.0
120.42,22.509999999999998,0.0
120.48,22.509999999999998,0.0
120.54,22.509999999999998,0.0
120.6,22.509999999999998,0.0
120.66,22.509999999999998,0.0
120.72,22.509999999999998,0.0
120.75,22.509999999999998,26.1
120.78,22.509999999999998,0.0
120.81,22.509999999999998,26.7
120.84,22.509999999999998,0.0
120.87,22.509999999999998,25.7
120.9,22.509999999999998,0.0
120.93,22.509999999999998,26.0
120.96,22.509999999999998,0.0
120.99,22.509999999999998,26.5
121.02,22.509999999999998,0.0
121.05,22.509999999999998,28.7
121.08,22.509999999999998,0.0
121.14,22.509999999999998,0.0
121.2,22.509999999999998,0.0
121.26,22.509999999999998,0.0
121.32,22.509999999999998,0.0
121.38,22.509999999999998,0.0
121.44,22.509999999999998,0.0
121.5,22.509999999999998,0.0
121.56,22.509999999999998,0.0
121.62,22.509999999999998,0.0
121.68,22.509999999999998,0.0
121.74,22.509999999999998,0.0
121.8,22.509999999999998,0.0
121.86,22.509999999999998,0.0
121.92,22.509999999999998,0.0
121.98,22.509999999999998,0.0
120.03,22.54,0.0
120.09,22.54,0.0
120.15,22.54,0.0
120.21,22.54,0.0
120.27,22.54,0.0
120.33,22.54,0.0
120.39,22.54,0.0
120.45,22.54,0.0
120.51,22.54,0.0
120.57,22.54,0.0
120.63,22.54,0.0
120.69,22.54,0.0
120.75,22.54,0.0
120.81,22.54,0.0
120.87,22.54,0.0
120.93,22.54,0.0
120.99,22.54,0.0
121.05,22.54,0.0
121.11,22.54,0.0
121.17,22.54,0.0
121.23,22.54,0.0
121.29,22.54,0.0
121.35,22.54,0.0
121.41,22.54,0.0
121.47,22.54,0.0
121.53,22.54,0.0
121.59,22.54,0.0
121.65,22.54,0.0
121.71,22.54,0.0
121.77,22.54,0.0
121.83,22.54,0.0
121.89,22.54,0.0
121.95,22.54,0.0
120.0,22.57,0.0
120.06,22.57,0.0
120.12,22.57,0.0
120.18,22.57,0.0
120.24,22.57,0.0
120.3,22.57,0.0
120.36,22.57,0.0
120.42,22.57,0.0
120.48,22.57,0.0
120.54,22.57,0.0
120.6,22.57,0.0
120.66,22.57,0.0
120.72,22.57,0.0
120.75,22.57,28.6
120.78,22.57,0.0
120.81,22.57,27.1
120.84,22.57,0.0
120.87,22.57,27.8
120.9,22.57,0.0
120.93,22.57,26.9
120.96,22.57,0.0
120.99,22.57,26.2
121.02,22.57,0.0
121.05,22.57,27.1
121.08,22.57,0.0
121.14,22.57,0.0
121.2,22.57,0.0
121.26,22.57,0.0
121.32,22.57,0.0
121.38,22.57,0.0
121.44,22.57,0.0
121.5,22.57,0.0
121.56,22.57,0.0
121.62,22.57,0.0
121.68,22.57,0.0
121.74,22.57,0.0
121.8,22.57,0.0
121.86,22.57,0.0
121.92,22.57,0.0
121.98,22.57,0.0
120.03,22.599999999999998,0.0
120.09,22.599999999999998,0.0
120.15,22.599999999999998,0.0
120.21,22.599999999999998,0.0
120.27,22.599999999999998,0.0
120.33,22.599999999999998,0.0
120.39,22.599999999999998,0.0
120.45,22.599999999999998,0.0
120.51,22.599999999999998,0.0
120.57,22.599999999999998,0.0
120.63,22.599999999999998,0.0
120.69,22.599999999999998,0.0
120.75,22.599999999999998,0.0
120.81,22.599999999999998,0.0
120.87,22.599999999999998,0.0
120.93,22.599999999999998,0.0
120.99,22.599999999999998,0.0
121.05,22.599999999999998,0.0
121.11,22.599999999999998,0.0
121.17,22.599999999999998,0.0
121.23,22.599999999999998,0.0
121.29,22.599999999999998,0.0
121.35,22.599999999999998,0.0
121.41,22.599999999999998,0.0
121.47,22.599999999999998,0.0
121.53,22.599999999999998,0.0
121.59,22.599999999999998,0.0
121.65,22.599999999999998,0.0
121.71,22.599999999999998,0.0
121.77,22.599999999999998,0.0
121.83,22.599999999999998,0.0
121.89,22.599999999999998,0.0
121.95,22.599999999999998,0.0
120.0,22.63,0.0
120.06,22.63,0.0
120.12,22.63,0.0
120.18,22.63,0.0
120.24,22.63,0.0
120.3,22.63,0.0
120.36,22.63,0.0
120.42,22.63,0.0
120.48,22.63,0.0
120.54,22.63,0.0
120.6,22.63,0.0
120.66,22.63,0.0
120.69,22.63,28.3
120.72,22.63,0.0
120.75,22.63,26.2
120.78,22.63,0.0
120.81,22.63,25.6
120.84,22.63,0.0
120.87,22.63,26.8
120.9,22.63,0.0
120.93,22.63,25.9
120.96,22.63,0.0
120.99,22.63,26.2
121.02,22.63,0.0
121.05,22.63,27.6
121.08,22.63,0.0
121.14,22.63,0.0
121.2,22.63,0.0
121.26,22.63,0.0
121.32,22.63,0.0
121.38,22.63,0.0
121.44,22.63,0.0
121.5,22.63,0.0
121.56,22.63,0.0
121.62,22.63,0.0
121.68,22.63,0.0
121.74,22.63,0.0
121.8,22.63,0.0
121.86,22.63,0.0
121.92,22.63,0.0
121.98,22.63,0.0
120.03,22.66,0.0
120.09,22.66,0.0
120.15,22.66,0.0
120.21,22.66,0.0
120.27,22.66,0.0
120.33,22.66,0.0
120.39,22.66,0.0
120.45,22.66,0.0
120.51,22.66,0.0
120.57,22.66,0.0
120.63,22.66,0.0
120.69,22.66,0.0
120.75,22.66,0.0
120.81,22.66,0.0
120.87,22.66,0.0
120.93,22.66,0.0
120.99,22.66,0.0
121.05,22.66,0.0
121.11,22.66,0.0
121.17,22.66,0.0
121.23,22.66,0.0
121.29,22.66,0.0
121.35,22.66,0.0
121.41,22.66,0.0
121.47,22.66,0.0
121.53,22.66,0.0
121.59,22.66,0.0
121.65,22.66,0.0
121.71,22.66,0.0
121.77,22.66,0.0
121.83,22.66,0.0
121.89,22.66,0.0
121.95,22.66,0.0
120.0,22.689999999999998,0.0
120.06,22.689999999999998,0.0
120.12,22.689999999999998,0.0
120.18,22.689999999999998,0.0
120.24,22.689999999999998,0.0
120.3,22.689999999999998,0.0
120.36,22.689999999999998,0.0
120.42,22.689999999999998,0.0
120.48,22.689999999999998,0.0
120.54,22.689999999999998,0.0
120.6,22.689999999999998,0.0
120.63,22.689999999999998,28.0
120.66,22.689999999999998,0.0
120.69,22.689999999999998,28.3
120.72,22.689999999999998,0.0
120.75,22.689999999999998,28.2
120.78,22.689999999999998,0.0
120.81,22.689999999999998,26.9
120.84,22.689999999999998,0.0
120.87,22.689999999999998,26.0
120.9,22.689999999999998,0.0
120.93,22.689999999999998,24.4
120.96,22.689999999999998,0.0
120.99,22.689999999999998,28.0
121.02,22.689999999999998,0.0
121.05,22.689999999999998,28.1
121.08,22.689999999999998,0.0
121.14,22.689999999999998,0.0
121.2,22.689999999999998,0.0
121.26,22.689999999999998,0.0
121.32,22.689999999999998,0.0
121.38,22.689999999999998,0.0
121.44,22.689999999999998,0.0
121.5,22.689999999999998,0.0
121.56,22.689999999999998,0.0
121.62,22.689999999999998,0.0
121.68,22.689999999999998,0.0
121.74,22.689999999999998,0.0
121.8,22.689999999999998,0.0
121.86,22.689999999999998,0.0
121.92,22.689999999999998,0.0
121.98,22.689999999999998,0.0
120.03,22.72,0.0
120.09,22.72,0.0
120.15,22.72,0.0
120.21,22.72,0.0
120.27,22.72,0.0
120.33,22.72,0.0
120.39,22.72,0.0
120.45,22.72,0.0
120.51,22.72,0.0
120.57,22.72,0.0
120.63,22.72,0.0
120.69,22.72,0.0
120.75,22.72,0.0
120.81,22.72,0.0
120.87,22.72,0.0
120.93,22.72,0.0
120.99,22.72,0.0
121.05,22.72,0.0
121.11,22.72,0.0
121.17,22.72,0.0
121.23,22.72,0.0
121.29,22.72,0.0
121.35,22.72,0.0
121.41,22.72,0.0
121.47,22.72,0.0
121.53,22.72,0.0
121.59,22.72,0.0
121.65,22.72,0.0
121.71,22.72,0.0
121.77,22.72,0.0
121.83,22.72,0.0
121.89,22.72,0.0
121.95,22.72,0.0
120.0,22.75,0.0
120.06,22.75,0.0
120.12,22.75,0.0
120.18,22.75,0.0
